"strain","plate","fraction","CFU"
"Rep 6","Count",1e-05,105.333333333333
"Rep 6","Selective",1,1
"Rep 6","Selective",1,1
"Rep 6","Selective",1,1
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 6","Selective",1,0
"Rep 7","Count",1e-05,111
"Rep 7","Count",1e-05,146.333333333333
"Rep 7","Count",1e-05,135.333333333333
"Rep 7","Count",1e-05,140.333333333333
"Rep 7","Selective",1,1
"Rep 7","Selective",1,2
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 7","Selective",1,0
"Rep 8","Count",1e-05,103.666666666667
"Rep 8","Count",1e-05,109.333333333333
"Rep 8","Count",1e-05,109.333333333333
"Rep 8","Count",1e-05,130
"Rep 8","Selective",1,1
"Rep 8","Selective",1,1
"Rep 8","Selective",1,1
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 8","Selective",1,0
"Rep 9","Count",1e-05,128.666666666667
"Rep 9","Count",1e-05,80
"Rep 9","Count",1e-05,75.6666666666667
"Rep 9","Count",1e-05,121
"Rep 9","Selective",1,5
"Rep 9","Selective",1,1
"Rep 9","Selective",1,1
"Rep 9","Selective",1,1
"Rep 9","Selective",1,1
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 9","Selective",1,0
"Rep 10","Count",1e-05,74
"Rep 10","Count",1e-05,84
"Rep 10","Count",1e-05,99.3333333333333
"Rep 10","Count",1e-05,127
"Rep 10","Selective",1,3
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 10","Selective",1,0
"Rep 11","Count",1e-05,61
"Rep 11","Count",1e-05,72.3333333333333
"Rep 11","Count",1e-05,66
"Rep 11","Count",1e-05,97.6666666666667
"Rep 11","Selective",1,2
"Rep 11","Selective",1,1
"Rep 11","Selective",1,1
"Rep 11","Selective",1,1
"Rep 11","Selective",1,2
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 11","Selective",1,0
"Rep 12","Count",1e-05,68.6666666666667
"Rep 12","Count",1e-05,85
"Rep 12","Count",1e-05,71
"Rep 12","Count",1e-05,109.666666666667
"Rep 12","Selective",1,1
"Rep 12","Selective",1,1
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 12","Selective",1,0
"Rep 14","Count",1e-05,60.3333333333333
"Rep 14","Count",1e-05,64.3333333333333
"Rep 14","Count",1e-05,59
"Rep 14","Count",1e-05,77.6666666666667
"Rep 14","Selective",1,1
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
"Rep 14","Selective",1,0
